,snr,svm_train,svm_valid,svm_ar_train,svm_ar_valid,cnn1d_train,cnn1d_valid,cnn2d_train,cnn2d_valid,ar_train,ar_valid
104,1.05,0.5,0.5,1,0.526122246,0.504360459,0.70396068,0.625450131,0.732074129,0.898186543,0.836818187
105,0.9,0.67841953,0.517307723,0.5,0.5,0.727390356,0.735038434,0.536889523,0.663994871,0.909232628,0.790124521
106,0.9,0.5,0.5,0.5,0.5,0.784380376,0.701945972,0.862215249,0.568489812,0.965530785,0.785609187
107,0.75,0.5,0.5,0.5,0.5,0.666353365,0.67634895,0.502803707,0.586620667,0.93916646,0.757132074
108,0.7,0.951830761,0.509594038,1,0.501209677,0.762719208,0.584254933,0.590926426,0.599250278,0.834581125,0.626479455
109,1.05,0.589511432,0.546201417,1,0.529587211,0.893713627,0.759560215,0.805382013,0.633332369,0.963897072,0.900300635
110,1,0.950132326,0.487140903,0.5,0.5,0.809530433,0.818309728,0.691658655,0.643771797,0.938454397,0.89234388
111,0.7,0.983719437,0.484718493,1,0.504675197,0.712400327,0.615785382,1,0.551884994,0.885149586,0.634900687
112,0.8,0.984650348,0.493309126,1,0.498984692,0.74694117,0.618572383,0.806450993,0.573384637,0.959259764,0.724824927
113,0.95,0.986348862,0.521011785,1,0.562853107,0.707964873,0.6804879,0.700775569,0.564867078,0.99131746,0.823467015
114,0.7,0.5,0.5,1,0.493256971,0.505265572,0.707371795,0.547313434,0.72101074,0.536610931,0.751646301
115,0.8,0.5,0.5,1,0.566637401,0.685371456,0.71071788,1,0.566827759,0.899798911,0.753001594
116,0.7,0.982316006,0.467569041,0.5,0.5,0.687406713,0.567777051,0.761874033,0.523870508,0.934848492,0.566327835
117,0.85,0.587870149,0.556771546,0.919070857,0.630812325,0.770270224,0.717899634,0.740005523,0.618532729,0.791844416,0.700902538
118,1.05,0.5,0.5,0.5,0.5,0.820637103,0.767847547,0.728299135,0.60566917,0.905628852,0.852847209
119,1.15,0.985070607,0.508993459,1,0.510976703,0.82963776,0.765608297,0.76989059,0.655305225,0.946969824,0.840464385
120,0.95,0.966450669,0.504061728,1,0.490895778,0.764395114,0.76246284,0.812596628,0.583312911,0.877786713,0.831042483
121,0.85,0.5,0.5,0.5,0.5,0.512273184,0.624618522,0.61363143,0.626724287,0.995482999,0.753472277
122,0.8,0.5,0.5,0.5,0.5,0.714862583,0.692095536,0.782608132,0.61785505,0.90043371,0.832956696
