,snr,svm_train,svm_valid,svm_ar_train,svm_ar_valid,cnn1d_train,cnn1d_valid,cnn2d_train,cnn2d_valid,ar_train,ar_valid
130,1.5,0.561163093,0.48576555,0.5,0.5,0.998429087,1,0.539647669,0.55981627,0.995803599,1
131,1.55,0.5,0.5,0.52458159,0.5,0.992367097,1,0.597225977,0.526874042,0.99898741,1
132,1.45,0.565299712,0.504545455,0.5,0.5,0.998404404,1,0.57074622,0.565638173,0.997693661,1
133,1.5,0.904314937,0.504083571,1,0.458619702,0.988870544,1,0.705898129,0.574330192,1,1
134,1.5,0.5,0.5,0.5,0.5,0.998420641,1,0.70966806,0.641328227,0.999679076,1
135,1.5,0.5,0.5,0.5,0.5,0.995074826,1,0.529278968,0.585433914,0.999393035,1
136,1.55,0.904068156,0.494324474,1,0.489876666,0.997523905,1,0.580458114,0.685580186,0.998161758,1
137,1.55,0.5,0.5,0.526189598,0.5,0.989899483,1,0.727667466,0.572579915,0.995027485,1
138,1.6,0.55903464,0.486629872,1,0.489602942,0.996854494,1,0.539173974,0.653664918,0.998986555,1
139,1.55,0.546023093,0.495419785,0.715262753,0.487955182,0.999700957,1,0.532131477,0.607518315,0.998030113,1
140,1.6,0.5,0.5,1,0.511539992,0.991407513,1,0.550230968,0.486303974,0.997007508,1
141,1.55,0.5,0.5,1,0.466083568,0.991720847,1,0.565547607,0.562850851,0.999388005,1
142,1.6,0.5,0.5,0.5,0.5,0.99204221,1,0.889543754,0.551475983,0.996197368,1
143,1.6,0.54573345,0.500776566,0.509803431,0.5,0.998206538,1,0.533784932,0.607953903,0.998592812,1
144,1.65,0.5,0.5,0.5,0.5,0.994376691,1,0.567079046,0.620838141,0.999445922,1
145,1.65,0.5,0.5,1,0.540893779,0.994539921,1,0.617202882,0.629041493,0.999601276,1
146,1.6,0.5,0.5,0.5,0.5,0.994208325,1,0.518500447,0.522329673,0.997591622,1
147,1.65,0.5,0.5,0.516441498,0.5,0.998512803,1,0.579958269,0.517016207,0.985385036,1
148,1.65,0.5,0.5,0.526663291,0.5,0.997555442,1,0.541699091,0.574324015,0.998317856,1
149,1.7,0.875844005,0.538048398,1,0.550876219,0.980541376,1,0.565805978,0.607676,0.997069506,1
150,1.65,0.5,0.5,0.5,0.5,0.99829341,1,0.577249671,0.522636674,0.997121923,1
151,1.7,0.5,0.5,1,0.527022805,0.999194769,1,0.548134315,0.61065034,0.999373434,1
152,1.7,0.5,0.5,0.5,0.5,0.998356641,1,0.542241727,0.568882056,0.998042388,1
153,1.75,0.746029756,0.47420195,0.5,0.5,0.997034414,1,0.999342105,0.533580668,0.998897059,1
154,1.7,0.5,0.5,0.5,0.5,0.995551972,1,0.537677474,0.651822021,0.999225422,1
155,1.75,0.5,0.5,0.5,0.5,0.997268846,1,0.989781425,0.60864638,0.997234394,1
156,1.7,0.906725331,0.501002477,0.5,0.5,0.997964331,1,0.525276851,0.606869369,0.998682771,1
157,1.75,0.5,0.5,1,0.452578747,0.998119728,1,0.652192845,0.569311164,0.999027044,1
158,1.75,0.555496944,0.505342878,0.550642941,0.5,1,1,0.644246368,0.476214052,0.999731472,1
